patients,evening_weekend,would_rec,n_asked,practice_id
7458,YES,NA,NA,42048
23713,YES,NA,NA,43321
6066,YES,100%,6,44194
7709,YES,89%,45,38868
4478,YES,NA,NA,40851
4426,YES,NA,NA,36614
4635,YES,85%,60,38387
2140,YES,97%,30,39506
11585,YES,NA,NA,36358
11926,YES,NA,NA,40437
11764,YES,77%,904,41059
11437,YES,95%,462,44544
8542,YES,91%,224,42474
7421,YES,92%,191,40276
3466,YES,NA,NA,39791
9395,YES,NA,NA,38311
6525,YES,NA,NA,37259
2599,YES,NA,NA,42277
5844,YES,89%,75,37813
7776,YES,89%,182,41053
15405,YES,NA,NA,42873
4563,YES,90%,83,43925
11118,YES,NA,NA,39774
5819,YES,94%,217,44921
21233,YES,93%,524,43299
7606,YES,NA,NA,39387
15193,YES,NA,NA,44676
2906,YES,96%,83,44554
7138,YES,NA,NA,43609
8465,YES,82%,68,42874
5307,YES,93%,158,37295
11433,YES,NA,NA,36430
12759,YES,NA,NA,38891
15723,YES,85%,48,39655
25866,YES,94%,275,37642
25866,YES,94%,275,40870
15723,YES,85%,48,44486
25866,YES,94%,275,39308
12974,YES,NA,NA,46358
14933,YES,NA,NA,36449
14933,YES,NA,NA,36598
13303,YES,100%,48,37757
5981,YES,NA,NA,38948
5963,YES,NA,NA,39470
6592,YES,94%,33,38478
7861,YES,94%,97,40067
3429,YES,80%,20,38335
14397,YES,NA,NA,42265
10610,YES,NA,NA,39385
15097,YES,NA,NA,125239
15097,YES,NA,NA,43654
3811,YES,100%,11,38981
17805,YES,NA,NA,43523
20596,YES,NA,NA,41226
20596,YES,NA,NA,41479
20596,YES,NA,NA,36316
8324,YES,NA,NA,44036
6044,YES,NA,NA,38564
12496,NA,NA,NA,152042
10244,YES,NA,NA,38627
6231,YES,69%,35,37911
9557,YES,87%,95,36478
7690,YES,89%,147,39743
6034,YES,90%,20,45019
8857,YES,64%,377,37055
20328,YES,NA,NA,38418
4212,YES,95%,22,36729
3329,YES,100%,7,43976
8544,YES,NA,NA,41830
11590,YES,88%,252,41371
12207,YES,NA,NA,42691
35764,YES,NA,NA,43691
11392,YES,NA,NA,37821
13334,YES,NA,NA,36028
9006,YES,83%,88,37417
14099,YES,93%,650,35784
8229,YES,NA,NA,43060
2093,YES,88%,16,35356
3230,YES,NA,NA,36131
3212,YES,92%,64,35471
4206,YES,NA,NA,40453
4198,YES,99%,166,38079
7298,YES,100%,5,43484
5585,YES,88%,123,42016
6369,YES,95%,350,36810
11137,YES,87%,15,36532
5157,YES,NA,NA,43166
11272,YES,NA,NA,41919
11272,YES,NA,NA,39181
7722,YES,94%,50,44013
3683,YES,100%,25,38148
14349,YES,75%,8,37431
10544,YES,NA,NA,35889
8440,YES,NA,NA,45039
9298,YES,72%,68,37874
10373,YES,NA,NA,36187
2960,YES,NA,NA,41964
11820,YES,NA,NA,37844
8369,YES,70%,64,39155
7859,YES,NA,NA,36409
6209,YES,NA,NA,36023
3867,YES,94%,127,42918
20031,YES,NA,NA,44606
13711,YES,96%,632,37704
9478,YES,92%,48,38286
3708,YES,98%,43,37374
10127,YES,NA,NA,41179
11854,YES,89%,300,43273
11911,YES,90%,634,38343
10134,YES,NA,NA,43526
6048,YES,91%,158,37087
12178,YES,NA,NA,43125
23614,YES,NA,NA,43178
23614,YES,NA,NA,36939
37,YES,NA,NA,141774
4851,YES,91%,55,35980
7207,YES,90%,147,43448
15726,YES,NA,NA,43804
11247,YES,93%,427,41392
15726,YES,NA,NA,41666
27500,YES,88%,16,36507
27500,YES,88%,16,114201
27500,YES,88%,16,114200
27500,YES,88%,16,36351
6270,YES,NA,NA,44321
5140,YES,NA,NA,35205
4378,YES,73%,15,37196
6209,YES,98%,127,42519
4612,YES,100%,18,37240
9549,YES,NA,NA,35923
24761,YES,NA,NA,43183
4873,YES,NA,NA,44065
10356,YES,100%,8,43567
6003,YES,94%,36,43081
6003,YES,94%,36,42479
14133,YES,100%,11,43313
8903,YES,NA,NA,43354
7848,YES,NA,NA,45142
3675,YES,NA,NA,40522
8638,YES,94%,299,44720
12111,YES,71%,7,39704
10162,YES,NA,NA,44135
7987,YES,NA,NA,44978
5859,YES,NA,NA,40993
3521,YES,NA,NA,38846
5063,YES,NA,NA,40866
7146,YES,73%,99,40282
25049,YES,NA,NA,44573
25049,YES,NA,NA,121051
7887,YES,94%,53,38479
271,YES,NA,NA,130145
6792,YES,100%,13,37157
16610,YES,89%,864,42454
6888,YES,97%,61,43205
5691,YES,100%,9,37617
10260,YES,84%,79,44256
12399,YES,95%,504,40179
12747,YES,93%,60,40128
11485,YES,NA,NA,44012
12747,YES,93%,60,43971
11485,YES,NA,NA,41619
8190,YES,92%,251,37312
10296,YES,NA,NA,45131
11039,NA,88%,32,151936
10287,YES,NA,NA,39229
16352,YES,95%,388,35630
16352,YES,95%,388,46537
9040,YES,93%,264,39143
33526,YES,87%,119,38877
14661,YES,NA,NA,39132
14661,YES,NA,NA,35916
6038,YES,NA,NA,45868
7558,YES,87%,23,42603
2744,YES,NA,NA,43773
4997,YES,NA,NA,40470
2419,YES,96%,69,42635
11215,YES,NA,NA,39379
14020,YES,NA,NA,36241
14433,YES,89%,96,35465
7539,YES,NA,NA,38229
15806,YES,NA,NA,44616
12959,YES,86%,50,36153
17426,YES,NA,NA,36574
1966,YES,NA,NA,38472
17805,YES,NA,NA,44157
3884,YES,NA,NA,44964
6938,YES,87%,15,37735
8959,YES,NA,NA,37278
4315,YES,93%,178,43726
10955,YES,NA,NA,38719
10955,YES,NA,NA,42052
5069,YES,86%,95,36401
8015,YES,87%,100,37871
7614,YES,NA,NA,40524
7241,YES,100%,30,43011
11617,YES,NA,NA,43777
9956,YES,89%,166,43860
15169,YES,89%,27,42211
11463,YES,94%,47,39335
7335,YES,NA,NA,44479
14655,NA,78%,51,151891
5227,YES,NA,NA,35921
13947,YES,89%,9,39146
11437,YES,95%,462,94259
7586,YES,NA,NA,41368
6018,YES,NA,NA,38950
3656,YES,NA,NA,38553
6156,YES,NA,NA,36782
19737,YES,91%,119,44490
14441,YES,NA,NA,44216
10562,YES,62%,34,42355
8742,YES,96%,233,36497
15422,YES,86%,49,37380
14527,YES,74%,254,36820
7461,YES,86%,21,40379
11884,YES,NA,NA,43272
11889,YES,96%,27,41709
10749,YES,NA,NA,42017
7250,YES,83%,63,42964
7522,YES,NA,NA,38431
7454,YES,100%,5,37440
7557,YES,NA,NA,44440
7376,YES,89%,158,43853
13712,YES,NA,NA,36844
4383,YES,NA,NA,38197
12871,YES,NA,NA,41615
5500,YES,NA,NA,43025
6076,YES,94%,368,39560
2456,YES,NA,NA,40159
3215,YES,NA,NA,44476
30831,NA,88%,109,45133
4409,YES,NA,NA,36568
8980,NA,95%,339,151927
3064,YES,98%,97,40836
9171,YES,88%,145,37339
5466,YES,NA,NA,39659
7910,YES,NA,NA,37214
3794,YES,100%,36,44777
18283,NA,56%,16,152101
18283,NA,56%,16,152102
18283,NA,56%,16,152103
9878,NA,NA,NA,151847
4240,YES,100%,16,39177
23713,NA,NA,NA,151922
3962,YES,NA,NA,36519
4119,YES,78%,9,36770
1761,YES,NA,NA,38104
4173,YES,100%,7,42132
15265,YES,92%,146,41305
3992,YES,95%,20,42512
8137,YES,99%,81,43548
3495,YES,76%,96,42652
7296,YES,100%,8,36105
4700,YES,NA,NA,37275
3315,YES,100%,74,35436
2266,YES,NA,NA,35429
14497,NA,NA,NA,151906
11180,YES,NA,NA,37951
4510,YES,96%,25,41216
8987,YES,NA,NA,41032
7335,YES,NA,NA,39247
7495,YES,93%,45,40125
30355,YES,91%,980,42779
4490,YES,NA,NA,40995
12077,YES,73%,11,39963
19529,YES,85%,13,35692
11462,YES,90%,67,43949
6107,YES,NA,NA,41877
8404,YES,NA,NA,44985
9274,YES,NA,NA,38939
12630,YES,94%,100,35719
7228,YES,NA,NA,43145
9490,YES,NA,NA,43973
9490,YES,NA,NA,38340
15946,YES,NA,NA,41997
12566,YES,NA,NA,40789
8822,YES,NA,NA,42364
11383,YES,77%,177,39375
11437,YES,95%,462,104614
6092,YES,94%,319,43788
4165,YES,NA,NA,42578
3473,YES,NA,NA,45258
4339,YES,NA,NA,38489
4357,YES,98%,92,35785
17364,YES,83%,6,38646
3779,YES,NA,NA,45281
4480,YES,98%,64,42505
16630,YES,90%,280,38246
3865,YES,91%,70,36421
7888,YES,93%,308,36552
11865,YES,NA,NA,109032
48037,YES,98%,121,42488
13334,YES,NA,NA,41412
8479,YES,NA,NA,40592
6655,YES,97%,73,44932
6655,YES,97%,73,36208
11356,YES,98%,60,36006
6789,YES,NA,NA,38632
11285,YES,NA,NA,42748
9798,YES,82%,34,44850
6140,YES,88%,8,38174
17104,YES,89%,883,40916
7453,YES,NA,NA,38037
10534,YES,NA,NA,39136
6696,YES,100%,5,35581
15140,YES,NA,NA,42377
12536,YES,NA,NA,36481
3982,YES,87%,76,35189
9894,YES,79%,652,43688
12330,YES,86%,1091,43350
8061,YES,75%,8,36480
3188,YES,NA,NA,35411
7987,YES,88%,25,36312
10860,YES,100%,8,43734
9708,YES,85%,177,42759
4683,YES,98%,275,35985
11537,YES,83%,6,41926
4077,YES,95%,182,43224
3707,YES,NA,NA,43482
6653,YES,NA,NA,44523
8557,YES,NA,NA,40762
3164,YES,94%,77,41125
15872,YES,87%,30,38126
8971,YES,NA,NA,38459
8769,YES,NA,NA,35257
4376,YES,100%,17,35192
5989,YES,NA,NA,35461
9681,YES,NA,NA,36319
12878,YES,NA,NA,38088
9681,YES,NA,NA,41719
9909,YES,90%,269,42694
9073,YES,NA,NA,42951
15779,YES,95%,534,42615
29919,YES,92%,26,44604
17023,YES,81%,27,45872
5302,YES,97%,110,43074
6303,YES,NA,NA,43456
7377,YES,NA,NA,43895
8081,YES,97%,272,44108
12598,YES,NA,NA,38815
5721,YES,93%,46,44431
20509,YES,NA,NA,39109
76789,YES,84%,1734,41603
6306,YES,83%,76,35580
10860,YES,NA,NA,39815
7185,YES,86%,7,37120
14243,YES,NA,NA,37192
13595,YES,89%,270,37066
13595,YES,89%,270,41010
8203,YES,NA,NA,38652
9561,YES,86%,272,42835
4595,YES,90%,48,39150
7197,YES,88%,120,37263
8102,YES,98%,300,36051
7293,YES,83%,115,35868
8641,YES,NA,NA,37999
7464,YES,NA,NA,43878
7464,YES,NA,NA,39048
7464,YES,NA,NA,35893
6075,YES,89%,162,36451
7158,YES,NA,NA,39593
3595,YES,100%,6,41999
9859,YES,NA,NA,42947
9702,YES,82%,66,40390
12876,YES,88%,49,38043
11945,YES,NA,NA,39680
28955,YES,98%,397,40377
7612,YES,NA,NA,38726
3546,YES,89%,56,38411
9557,YES,87%,95,44423
12669,YES,81%,180,41796
9068,YES,NA,NA,44258
6640,YES,NA,NA,38747
5766,YES,NA,NA,35951
7337,YES,10%,31,45171
7186,YES,88%,40,44064
4146,YES,NA,NA,37316
6863,YES,NA,NA,43737
4163,YES,NA,NA,38895
4361,YES,NA,NA,42804
8521,YES,NA,NA,43226
13342,YES,83%,138,38661
35683,YES,NA,NA,131906
35683,YES,NA,NA,131905
35683,YES,NA,NA,37550
35683,YES,NA,NA,131904
26176,YES,88%,50,43743
3462,YES,86%,95,35369
8205,YES,94%,118,36527
6029,YES,NA,NA,43985
3214,YES,95%,19,45254
6557,YES,82%,147,36389
14892,YES,NA,NA,35374
9337,YES,93%,240,42850
14557,YES,91%,55,41370
8807,YES,NA,NA,39294
8894,YES,NA,NA,42078
16919,YES,88%,443,44366
7995,YES,NA,NA,39596
18625,YES,87%,599,113078
5785,YES,NA,NA,41648
3653,YES,NA,NA,43419
8220,YES,95%,224,40781
15360,YES,98%,50,37624
10848,YES,NA,NA,41785
12581,YES,100%,10,44709
4767,YES,NA,NA,42106
10894,YES,92%,303,35819
8877,YES,76%,17,40380
9353,YES,100%,21,37681
5204,NA,NA,NA,152071
11642,NA,NA,NA,151992
19917,YES,NA,NA,46217
3260,YES,NA,NA,38110
7144,YES,100%,5,37723
13386,NA,92%,381,152034
26905,YES,NA,NA,37038
5184,YES,NA,NA,45267
16337,YES,33%,6,40630
22230,YES,NA,NA,39298
9122,YES,NA,NA,36274
9122,YES,NA,NA,44170
6910,YES,84%,55,36719
8671,YES,83%,278,37302
12983,YES,73%,63,43433
11364,YES,90%,50,38314
9526,YES,95%,445,39691
84819,YES,NA,NA,41628
20495,YES,NA,NA,39052
20495,YES,NA,NA,44392
14605,YES,100%,152,42961
14315,YES,NA,NA,40206
17023,NA,81%,27,151884
12863,YES,NA,NA,39179
9874,YES,80%,223,35640
3495,YES,63%,51,42130
8944,YES,95%,80,41618
8709,YES,NA,NA,38360
6912,YES,94%,36,37332
9567,YES,91%,265,35313
8944,YES,95%,80,42821
2836,YES,80%,124,38827
12437,YES,100%,43,35633
2358,YES,82%,49,38863
6411,YES,92%,301,42224
8109,YES,94%,321,44568
5641,YES,86%,21,44538
7787,YES,NA,NA,44767
5307,YES,81%,100,45134
7631,YES,NA,NA,38885
7631,YES,NA,NA,108722
13827,YES,NA,NA,43414
13827,YES,NA,NA,38833
9490,YES,NA,NA,36832
9490,YES,NA,NA,39748
24187,YES,90%,182,35560
9924,YES,92%,1462,37879
18600,YES,NA,NA,37219
6367,YES,NA,NA,40472
6476,YES,NA,NA,38836
18706,YES,NA,NA,39448
14260,YES,90%,248,35619
7126,YES,100%,26,43911
8526,YES,88%,58,40456
8711,YES,92%,316,43672
3292,YES,NA,NA,38861
5318,YES,NA,NA,39803
13521,YES,67%,6,43541
14802,YES,91%,332,37640
16568,YES,70%,159,36870
4345,YES,NA,NA,36407
8238,YES,NA,NA,42032
4850,YES,NA,NA,37736
3978,YES,94%,355,38905
6301,YES,94%,16,44128
7585,YES,NA,NA,44796
13625,YES,90%,60,41034
9771,YES,NA,NA,39389
3669,YES,83%,70,37180
3296,YES,NA,NA,41402
8225,YES,NA,NA,39979
17853,YES,60%,42,44843
15819,YES,98%,49,41009
15819,YES,98%,49,40907
8970,YES,100%,29,37793
6349,YES,95%,284,35363
18192,NA,94%,108,151954
2498,YES,100%,6,42067
10578,YES,NA,NA,43328
3260,YES,100%,20,43796
10905,YES,94%,692,39707
10905,NA,94%,692,151923
2227,YES,NA,NA,36206
15755,YES,NA,NA,39563
11855,YES,86%,226,38743
5196,YES,NA,NA,36280
12409,YES,75%,12,37216
3705,YES,NA,NA,37358
12757,YES,NA,NA,39292
3316,YES,NA,NA,125563
5514,YES,NA,NA,35325
30590,YES,NA,NA,35735
24830,NA,88%,119,152209
9524,YES,NA,NA,36514
17510,YES,83%,29,40099
32742,YES,96%,279,36193
12968,YES,NA,NA,37176
10863,YES,93%,181,36669
14532,YES,80%,5,39141
12109,YES,NA,NA,40843
11877,YES,NA,NA,41012
3090,YES,83%,95,38689
6796,YES,NA,NA,42617
8916,YES,69%,67,44896
5634,YES,95%,87,38161
9551,YES,NA,NA,42200
12481,YES,NA,NA,42672
5875,YES,NA,NA,44541
5962,YES,NA,NA,39714
5962,NA,NA,NA,151966
5435,YES,98%,46,44296
4833,YES,90%,110,36288
7186,YES,80%,5,42413
23493,YES,92%,888,36533
23493,YES,92%,888,42931
8419,YES,100%,13,43485
11767,NA,99%,202,152014
5473,YES,NA,NA,39407
6845,YES,90%,318,37043
12022,YES,95%,58,45818
6586,YES,94%,196,43455
3675,YES,NA,NA,37422
31074,YES,NA,NA,35579
11444,YES,78%,18,38582
9336,YES,93%,306,40129
4385,YES,NA,NA,38527
4385,YES,NA,NA,37748
11532,YES,90%,262,44586
5665,YES,75%,12,39232
3633,YES,NA,NA,42036
11673,YES,NA,NA,37028
10594,YES,NA,NA,36295
39017,YES,NA,NA,39357
7895,NA,95%,20,151899
7489,YES,NA,NA,36031
4846,YES,92%,26,35820
6474,YES,NA,NA,41122
6474,YES,NA,NA,35311
10661,YES,92%,358,36318
19158,YES,NA,NA,41157
5228,YES,100%,10,40614
9654,YES,94%,48,44810
4480,YES,NA,NA,43662
23409,YES,74%,19,36473
6498,YES,93%,267,39663
8896,YES,80%,142,40264
23423,YES,91%,187,37755
4020,YES,96%,205,38151
17527,NA,82%,50,152180
11987,YES,100%,5,35642
4500,YES,NA,NA,42021
4500,YES,NA,NA,40882
7899,YES,NA,NA,42074
7899,YES,NA,NA,37846
30835,YES,87%,891,36887
30835,YES,87%,891,38517
6757,YES,76%,71,39013
19104,NA,NA,NA,152088
19104,YES,NA,NA,39240
19104,YES,NA,NA,45093
6648,YES,NA,NA,44908
9072,YES,99%,149,38694
10707,YES,94%,35,42648
18136,YES,65%,951,39085
4736,YES,NA,NA,40690
6545,YES,NA,NA,37045
7579,YES,91%,129,41583
29445,YES,75%,81,133161
21115,YES,NA,NA,41812
5476,NA,NA,NA,44584
6092,YES,94%,319,37311
11998,YES,87%,327,46159
11998,YES,87%,327,40225
6139,YES,70%,10,42379
9557,YES,NA,NA,37210
8304,NA,NA,NA,151892
4780,YES,94%,35,43344
8995,NA,NA,NA,151862
3767,YES,NA,NA,42253
8136,YES,NA,NA,45198
4665,YES,NA,NA,42102
26133,YES,NA,NA,36651
9097,YES,89%,54,124127
9097,YES,89%,54,40217
26477,NA,87%,52,152098
27072,NA,68%,44,152130
9634,YES,NA,NA,39365
13026,YES,56%,9,37202
10009,YES,77%,71,44047
5584,YES,NA,NA,37900
18300,YES,98%,54,35612
22203,YES,88%,355,39553
9880,NA,NA,NA,151846
10988,YES,57%,7,44760
11181,YES,NA,NA,42753
11433,YES,NA,NA,37823
17296,YES,NA,NA,42334
7232,YES,NA,NA,44942
71764,NA,NA,NA,151917
22353,YES,NA,NA,35530
,,,,153560
21749,YES,95%,558,37458
21749,YES,95%,558,138744
21749,YES,95%,558,37269
21749,YES,95%,558,41679
21749,YES,95%,558,40242
3871,YES,NA,NA,39045
15428,YES,92%,96,36440
18122,YES,91%,89,42441
31290,YES,92%,249,44679
17347,NA,NA,NA,152021
19979,YES,90%,39,40462
41116,YES,91%,77,38280
14813,YES,84%,45,40290
17108,YES,89%,114,40385
8197,YES,100%,11,41952
12978,YES,NA,NA,39568
20357,YES,NA,NA,41415
21010,YES,93%,191,36501
11978,NA,95%,63,151861
22506,YES,88%,428,39661
22376,YES,NA,NA,41069
20275,YES,95%,19,37980
20105,YES,98%,94,43559
2920,YES,100%,6,37355
20458,YES,NA,NA,39644
20458,YES,NA,NA,39754
7234,YES,91%,34,37173
4230,YES,89%,122,37185
12197,YES,95%,560,42844
2084,YES,93%,29,35319
11501,YES,NA,NA,38751
3547,YES,NA,NA,41784
13999,YES,92%,379,35245
42016,YES,86%,181,44231
11992,YES,NA,NA,41837
11356,NA,98%,60,151868
8001,YES,NA,NA,37396
7902,YES,73%,30,37158
9447,YES,100%,17,44638
3666,YES,86%,108,43301
11349,YES,91%,22,42040
7187,YES,96%,24,43464
10461,YES,NA,NA,41730
4691,YES,75%,8,43151
16521,NA,NA,NA,152065
NA,YES,NA,NA,103445
13021,YES,95%,617,120484
5545,YES,86%,301,44081
5790,YES,70%,10,40652
14029,YES,87%,70,41527
11729,YES,96%,392,43940
5588,NA,NA,NA,151999
11128,YES,89%,152,41555
9601,YES,NA,NA,37726
12437,YES,100%,43,37953
5824,YES,NA,NA,36453
13092,YES,86%,28,38096
6533,YES,75%,8,44053
15815,YES,90%,136,38675
7659,YES,NA,NA,41848
4989,YES,91%,11,41557
1457,YES,100%,8,36777
30355,YES,91%,980,125517
4,YES,NA,NA,141835
4123,YES,NA,NA,40307
7064,YES,96%,190,41303
7036,YES,90%,29,40918
6108,YES,NA,NA,39873
11566,NA,NA,NA,151975
4950,YES,NA,NA,93921
2275,YES,100%,11,36609
12271,YES,82%,56,44464
9738,YES,NA,NA,38480
9738,YES,NA,NA,44821
9185,YES,NA,NA,43099
5862,YES,NA,NA,40366
16414,YES,NA,NA,40402
11738,YES,NA,NA,40735
3506,YES,NA,NA,35413
4954,YES,NA,NA,35556
18706,YES,NA,NA,126456
2839,YES,79%,82,45207
23699,YES,90%,96,42033
4928,YES,NA,NA,35851
5023,YES,66%,35,39910
4071,YES,NA,NA,39309
9046,YES,86%,94,45854
13889,YES,92%,540,44150
11010,YES,100%,31,43782
10909,YES,NA,NA,37720
58581,YES,53%,17,105880
6210,YES,NA,NA,41825
8549,YES,NA,NA,41047
8487,YES,100%,5,40609
7455,YES,NA,NA,43235
9503,YES,NA,NA,35655
15779,YES,95%,534,44284
5491,YES,NA,NA,45046
5268,YES,97%,467,42980
11291,YES,0%,7,38333
8006,YES,100%,25,40856
5641,YES,NA,NA,40114
11579,YES,NA,NA,39276
6276,YES,NA,NA,43621
27107,YES,NA,NA,41499
27107,NA,NA,NA,40801
27107,NA,NA,NA,101130
8080,YES,NA,NA,36744
4657,YES,100%,6,43454
11178,YES,NA,NA,45165
4984,YES,NA,NA,42625
7893,YES,NA,NA,39729
4770,YES,NA,NA,44507
18183,YES,NA,NA,39613
5290,YES,NA,NA,44878
7436,YES,NA,NA,45018
8711,YES,92%,316,40510
7620,YES,NA,NA,37582
8327,YES,NA,NA,39640
4560,YES,NA,NA,41842
10375,YES,87%,369,39686
6426,YES,93%,242,35578
2065,YES,80%,15,43838
8299,YES,NA,NA,44692
10874,YES,100%,15,36512
21178,YES,NA,NA,44102
15609,YES,NA,NA,37386
12141,YES,NA,NA,43552
16911,YES,90%,255,40189
13390,YES,NA,NA,35260
6923,YES,94%,165,35248
16221,YES,91%,113,39142
2630,YES,94%,32,36545
4548,YES,72%,29,38215
8149,YES,92%,168,38397
5068,YES,NA,NA,39921
11100,YES,100%,12,43161
4950,YES,NA,NA,39120
4313,YES,NA,NA,38938
5962,YES,NA,NA,38486
1846,YES,NA,NA,39263
5217,YES,NA,NA,44712
19917,NA,NA,NA,151997
10398,YES,80%,59,42368
10398,YES,80%,59,35572
1625,YES,100%,19,38263
7167,NA,93%,15,151855
8310,YES,NA,NA,46212
6695,YES,95%,225,41374
4345,YES,NA,NA,44609
2625,YES,58%,12,43212
9215,YES,100%,124,43353
18277,YES,84%,50,36990
7991,YES,94%,64,36639
9303,YES,90%,231,38298
7423,YES,90%,71,37941
10324,YES,83%,12,35671
18498,YES,NA,NA,37089
18498,YES,NA,NA,39133
7935,YES,95%,171,39283
8941,YES,NA,NA,39418
7167,YES,93%,15,35385
3638,YES,88%,8,41903
11307,YES,55%,29,38191
3221,YES,NA,NA,36752
19264,YES,95%,551,38986
9276,YES,NA,NA,38639
10475,YES,91%,64,37279
7753,YES,NA,NA,37818
2927,YES,98%,53,43602
8653,YES,86%,7,37557
7435,YES,NA,NA,45062
5457,YES,76%,45,44880
7461,YES,100%,19,39730
7461,YES,100%,19,37806
15712,YES,95%,636,42463
6636,YES,79%,33,42507
12590,YES,97%,489,37668
5662,YES,NA,NA,35282
7198,YES,89%,9,38317
6174,YES,NA,NA,41560
9102,YES,97%,62,35285
7466,YES,100%,75,38054
2995,YES,NA,NA,36221
7658,YES,NA,NA,41102
12479,YES,NA,NA,38880
8158,YES,NA,NA,38416
12108,YES,86%,14,37896
4645,YES,92%,169,41845
17982,YES,NA,NA,36623
17982,YES,NA,NA,37024
17982,YES,NA,NA,38668
4851,YES,NA,NA,43488
13162,YES,100%,87,43505
8700,YES,NA,NA,36010
16480,YES,95%,21,41013
16480,YES,95%,21,35583
7585,YES,NA,NA,39877
13140,YES,NA,NA,38442
6663,YES,NA,NA,38545
12902,YES,85%,114,40844
5127,YES,NA,NA,35371
8022,YES,84%,629,37146
5476,YES,NA,NA,40923
5373,YES,NA,NA,38811
17364,YES,83%,6,45094
7555,YES,100%,14,38024
2708,YES,100%,6,37453
9069,YES,NA,NA,45104
19290,YES,84%,471,42161
10800,YES,83%,6,43047
8583,YES,NA,NA,38644
26534,YES,83%,46,43163
3077,YES,NA,NA,37457
4248,YES,NA,NA,40023
19803,YES,NA,NA,35194
11180,YES,NA,NA,40891
27294,YES,93%,132,36171
4571,YES,95%,243,36805
9097,NA,NA,NA,151968
3903,YES,NA,NA,45277
2032,YES,86%,7,44005
3855,YES,NA,NA,44774
8995,YES,NA,NA,37568
14304,YES,NA,NA,39841
4099,YES,100%,5,43936
10728,YES,87%,15,42188
7751,YES,NA,NA,39386
12488,YES,90%,80,40337
10429,YES,NA,NA,39399
11652,YES,NA,NA,41698
4868,YES,97%,72,41339
15167,YES,50%,6,37675
14613,YES,80%,153,36411
15431,YES,NA,NA,37175
3136,YES,NA,NA,44145
18136,YES,65%,951,104577
7815,YES,NA,NA,41879
3193,YES,96%,68,40030
11547,YES,NA,NA,35883
11919,YES,88%,319,35500
8947,YES,71%,7,36629
6045,YES,NA,NA,141817
7673,YES,NA,NA,36906
5810,YES,NA,NA,44097
19115,YES,NA,NA,39799
9439,YES,NA,NA,35525
11587,YES,NA,NA,37467
11587,YES,NA,NA,42290
12595,YES,NA,NA,44336
2591,YES,NA,NA,36846
4487,YES,100%,10,37153
3296,YES,90%,21,44489
22353,YES,NA,NA,40886
12617,YES,NA,NA,43657
12617,YES,NA,NA,39532
11725,YES,82%,11,40026
6277,YES,97%,179,41206
7385,YES,91%,33,41488
2962,YES,54%,28,42925
26418,YES,NA,NA,36540
13881,YES,NA,NA,37703
8070,YES,96%,281,39677
6801,YES,NA,NA,39630
14898,YES,88%,366,123738
7406,YES,67%,6,36122
29623,YES,82%,11,44372
4450,YES,NA,NA,44746
3972,YES,NA,NA,37697
3903,YES,NA,NA,38128
3903,NA,NA,NA,152126
4120,YES,NA,NA,35714
8000,YES,93%,258,44454
2762,YES,NA,NA,44867
13049,YES,91%,11,44528
8442,NA,NA,NA,151905
4609,YES,NA,NA,38457
4413,YES,NA,NA,40141
14605,YES,100%,152,36683
7761,YES,NA,NA,40303
4488,YES,83%,6,37512
6126,YES,NA,NA,43651
7190,YES,93%,162,44783
15915,YES,96%,110,42982
5699,YES,86%,7,109874
4758,YES,NA,NA,42878
16555,YES,93%,15,44795
3075,YES,85%,13,38756
8536,YES,NA,NA,44877
5319,YES,NA,NA,41649
7802,YES,NA,NA,43678
16755,YES,NA,NA,43741
19662,YES,92%,651,42378
19662,YES,92%,651,38167
4737,YES,41%,63,36940
20781,YES,NA,NA,37048
20781,YES,NA,NA,35574
20781,YES,NA,NA,40703
7587,YES,100%,7,42531
2683,YES,100%,22,41510
7640,YES,NA,NA,39845
4834,YES,93%,73,41403
5597,YES,NA,NA,43251
12916,NA,NA,NA,152069
3896,YES,NA,NA,45105
7349,YES,90%,10,38710
4360,YES,NA,NA,37577
5572,YES,NA,NA,40940
9778,YES,NA,NA,39280
5106,YES,NA,NA,38150
10885,YES,NA,NA,40860
10237,YES,NA,NA,36987
2015,YES,NA,NA,41930
12141,YES,89%,46,36513
8892,YES,89%,70,37437
3023,YES,100%,16,39915
6819,YES,100%,15,40250
6234,YES,NA,NA,36357
2817,YES,NA,NA,40896
7221,YES,90%,77,43681
13679,YES,NA,NA,41888
10686,YES,NA,NA,40241
10686,YES,NA,NA,42164
14139,YES,NA,NA,38752
9819,YES,88%,292,40463
8863,YES,NA,NA,37206
8337,YES,94%,49,39319
18247,YES,88%,80,39098
5084,YES,NA,NA,37238
6304,YES,94%,36,36110
6304,NA,94%,36,151971
17009,YES,NA,NA,38972
3791,YES,94%,47,42138
10633,YES,NA,NA,42177
2814,YES,NA,NA,39395
11054,YES,95%,64,36564
4414,YES,NA,NA,43787
10909,YES,88%,42,37532
1467,YES,100%,25,35372
1555,YES,100%,22,38380
5746,YES,NA,NA,101401
13264,YES,91%,546,35842
14714,YES,83%,103,41729
4945,YES,98%,50,42315
8144,YES,NA,NA,36754
8120,YES,NA,NA,41254
14480,YES,100%,8,41834
14480,YES,100%,8,43801
14480,YES,100%,8,39703
4083,YES,NA,NA,36988
3266,YES,100%,19,43987
27237,YES,91%,909,43597
17237,YES,NA,NA,41841
10708,YES,NA,NA,39852
